labels,source,path
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_dead_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_death_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_deep_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_dime_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_dip_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_ditch_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_dodge_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_dog_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_doll_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_door_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_fail_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_fall_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_far_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_fat_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_fit_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_five_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_food_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_gap_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_gas_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_gaze_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_germ_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_get_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_gin_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_goal_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_good_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_goose_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_gun_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_half_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_hall_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_hash_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_hate_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_have_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_haze_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_hire_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_hit_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_hole_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_home_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_hurl_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_hush_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_jail_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_jar_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_join_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_judge_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_jug_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_juice_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_keen_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_keep_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_keg_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_kick_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_kill_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_king_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_kite_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_knock_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_late_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_laud_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_lean_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_learn_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_lease_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_lid_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_life_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_limb_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_live_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_loaf_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_long_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_lore_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_lose_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_lot_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_love_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_luck_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_make_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_match_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_merge_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_mess_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_met_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_mill_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_mob_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_mode_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_mood_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_moon_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_mop_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_mouse_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_nag_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_name_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_near_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_neat_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_nice_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_note_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_numb_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_pad_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_page_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_pain_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_pass_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_pearl_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_peg_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_perch_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_phone_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_pick_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_pike_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_pole_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_pool_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_puff_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_rag_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_raid_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_rain_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_raise_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_rat_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_reach_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_read_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_red_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_ring_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_ripe_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_road_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_room_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_rose_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_rot_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_rough_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_rush_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_said_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_sail_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_search_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_seize_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_sell_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_shack_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_shall_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_shawl_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_sheep_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_shirt_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_should_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_shout_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_size_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_soap_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_soup_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_sour_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_south_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_sub_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_such_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_sure_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_take_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_talk_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_tape_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_team_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_tell_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_thin_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_third_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_thought_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_thumb_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_time_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_tip_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_tire_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_ton_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_tool_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_tough_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_turn_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_vine_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_voice_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_void_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_vote_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_wag_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_walk_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_wash_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_week_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_wheat_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_when_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_which_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_whip_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_white_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_wife_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_wire_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_witch_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_yearn_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_yes_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_young_angry.wav
female_angry,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_angry\OAF_youth_angry.wav
female_disgust,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_disgust\OAF_back_disgust.wav
female_disgust,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_disgust\OAF_bar_disgust.wav
female_disgust,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_disgust\OAF_base_disgust.wav
female_disgust,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_disgust\OAF_bath_disgust.wav
female_disgust,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_disgust\OAF_bean_disgust.wav
female_disgust,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_disgust\OAF_beg_disgust.wav
female_disgust,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_disgust\OAF_bite_disgust.wav
female_disgust,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_disgust\OAF_boat_disgust.wav
female_disgust,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_disgust\OAF_bone_disgust.wav
female_disgust,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_disgust\OAF_book_disgust.wav
female_disgust,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_disgust\OAF_bought_disgust.wav
female_disgust,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_disgust\OAF_burn_disgust.wav
female_disgust,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_disgust\OAF_cab_disgust.wav
female_disgust,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_disgust\OAF_calm_disgust.wav
female_disgust,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_disgust\OAF_came_disgust.wav
female_disgust,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_disgust\OAF_cause_disgust.wav
female_disgust,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_disgust\OAF_chain_disgust.wav
female_disgust,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_disgust\OAF_chair_disgust.wav
female_disgust,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_disgust\OAF_chalk_disgust.wav
female_disgust,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_disgust\OAF_chat_disgust.wav
female_disgust,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_disgust\OAF_check_disgust.wav
female_disgust,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_disgust\OAF_cheek_disgust.wav
female_disgust,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_disgust\OAF_chief_disgust.wav
female_disgust,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_disgust\OAF_choice_disgust.wav
female_disgust,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_disgust\OAF_cool_disgust.wav
female_disgust,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_disgust\OAF_dab_disgust.wav
female_disgust,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_disgust\OAF_date_disgust.wav
female_disgust,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_disgust\OAF_dead_disgust.wav
female_disgust,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_disgust\OAF_death_disgust.wav
female_disgust,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_disgust\OAF_deep_disgust.wav
female_disgust,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_disgust\OAF_dime_disgust.wav
female_disgust,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_disgust\OAF_dip_disgust.wav
female_disgust,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_disgust\OAF_ditch_disgust.wav
female_disgust,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_disgust\OAF_dodge_disgust.wav
female_disgust,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_disgust\OAF_dog_disgust.wav
female_disgust,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_disgust\OAF_doll_disgust.wav
female_disgust,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_disgust\OAF_door_disgust.wav
female_disgust,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_disgust\OAF_fail_disgust.wav
female_disgust,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_disgust\OAF_fall_disgust.wav
female_disgust,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_disgust\OAF_far_disgust.wav
female_disgust,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_disgust\OAF_fat_disgust.wav
female_disgust,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_disgust\OAF_fit_disgust.wav
female_disgust,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_disgust\OAF_five_disgust.wav
female_disgust,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_disgust\OAF_food_disgust.wav
female_disgust,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_disgust\OAF_gap_disgust.wav
female_disgust,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_disgust\OAF_gas_disgust.wav
female_disgust,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_disgust\OAF_gaze_disgust.wav
female_disgust,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_disgust\OAF_germ_disgust.wav
female_disgust,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_disgust\OAF_get_disgust.wav
female_disgust,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_disgust\OAF_gin_disgust.wav
female_disgust,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_disgust\OAF_goal_disgust.wav
female_disgust,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_disgust\OAF_good_disgust.wav
female_disgust,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_disgust\OAF_goose_disgust.wav
female_disgust,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_disgust\OAF_gun_disgust.wav
female_disgust,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_disgust\OAF_half_disgust.wav
female_disgust,TESS,C:\Users\ratnd\Desktop\finalyr project\tess\OAF_disgust\OAF_hall_disgust.wav
